peak	baseMean	log2FoldChange	lfcSE	pvalue	padj
Fchsd1	37.0345593968783	0.0743473141047515	0.133231446876618	0.209735937322989	0.63287819087212
Capn1	173.46742342332	-0.0762424648960707	0.143682363674461	0.209691313242153	0.63287819087212
Sod2	5378.44144873767	-0.0625518770360655	0.093722085253555	0.210002098110281	0.633522950310194
Mylk	4.12488759080332	-0.0763013645535813	0.269215250093641	0.21011037944402	0.63369122436015
Rep15	2.78936527645779	-0.0720194836289547	0.30417131858662	0.210411238375049	0.63444008173541
Dqx1	1.26783753213916	0.0703335092331358	0.31520608701333	0.210540356031961	0.634670853472969
Slc9a2	1.25853660912593	0.062615978859367	0.370827600997311	0.210601339560239	0.634696171908137
9130008F23Rik	15.9248540474357	-0.0783929355176673	0.16664079126968	0.210740791708758	0.634957902127985
Wdr6	33.0832990720778	0.0764551591640997	0.147150359311447	0.211064781907329	0.63561674591354
Fancd2	4.89926997921075	-0.0780106801802582	0.240146102104329	0.21101537061785	0.63561674591354
Trak1	221.819218729068	-0.066046383911026	0.104051366018593	0.211171172770155	0.635778512181533
Asb2	0.600011716533317	0.0581521203397664	0.410519887313503	0.21125126689246	0.63586104523491
Mrps33	68.8405096770893	0.0709447439506511	0.120341012166501	0.211490646906512	0.636285976673227
Map3k8	924.829477322195	-0.0644874026823399	0.0996893100901637	0.211497873936453	0.636285976673227
Zfp189	50.8104545897567	0.0731554501380078	0.129374292545596	0.211567990501029	0.636338311823427
Wdr18	43.2776281532859	0.0764582550331715	0.148275662045408	0.211753439198415	0.636737421804899
Txndc17	497.217313699764	0.0605114153736551	0.089182868547717	0.212100744764818	0.637622911410052
Snrnp27	212.233483402029	0.0718583322294642	0.124416284043142	0.212233092596573	0.637815631429071
Mplkip	92.4629296992252	0.0686854653184366	0.112905966195599	0.212287798921847	0.637815631429071
Ctu1	47.7421381594919	-0.0775546275363809	0.159865973013833	0.212323380868435	0.637815631429071
Supt4b	1.84117107341376	0.0708116077963727	0.308165231882369	0.212606405223722	0.638189333760338
Pxylp1	6.09678370001227	0.0780736498385177	0.228484000647564	0.212588941973965	0.638189333760338
Iqgap3	25.3664032606018	0.0786808584029068	0.192223603788735	0.212542558371829	0.638189333760338
Zw10	104.824570790342	-0.0667074986523842	0.106797845212765	0.212669594350438	0.638220289360961
Msantd2	61.8734011975863	-0.0731374181012045	0.130574146932094	0.213022227448303	0.639119633433015
Mob3c	228.955350085705	0.0615560644508442	0.0923393071072513	0.213146086517272	0.639332322133071
Ndufa9	226.726044309644	-0.0594430374476369	0.086904086059866	0.213366101132978	0.639833252341627
Prkch	522.182876304222	0.0509456664411782	0.0666487421832675	0.213588120142143	0.640180931243027
Kat14	221.30677909697	-0.060038073845607	0.0885177897091531	0.213582709308226	0.640180931243027
Prdm11	3.60762804554266	-0.0764056677120139	0.255841181251778	0.213647246436132	0.640199171917605
Cryzl1	134.865343269924	-0.0661443081731569	0.105628159120945	0.213757535133843	0.640370674873537
Vdac2	1864.68360220376	-0.0455228420533473	0.0551339858677271	0.214074119500481	0.640588082758211
Rab1a	2622.9992599462	0.0509918113294657	0.0669310826342572	0.214254688491707	0.640588082758211
Pts	60.5291100690313	0.0751223302311065	0.142367096574172	0.214079338005752	0.640588082758211
Prr18	0.550722857945606	-0.0599082046199996	0.387761127364219	0.213926287658861	0.640588082758211
Pbrm1	1065.76717197098	0.0597106080500311	0.0878741519004555	0.214126295861136	0.640588082758211
Ndufb5	165.195454215441	0.0656593732351053	0.104319018063532	0.214073054141993	0.640588082758211
Gadd45gip1	117.641106467296	0.0692198866687916	0.115882525076165	0.214212325342208	0.640588082758211
Arf6	1773.17105359617	-0.053256746548528	0.0721061247537899	0.214223741995278	0.640588082758211
Akap12	0.900403899112505	0.0617803389459478	0.369362523686636	0.214601667924953	0.641466600261067
Zfp946	39.9589282957439	-0.0756896561675434	0.1471886228316	0.214701289178868	0.641513265141665
Siva1	8.77562395821905	-0.0779856496002765	0.211407341793543	0.214723578390416	0.641513265141665
Taf5	58.4583323518161	0.0735288633407259	0.134211777672201	0.214858926016986	0.641758781743385
Yrdc	167.255258705551	0.068239466741295	0.112988084389224	0.214997338968219	0.641824368125684
Wipf2	229.153247631651	0.0617221293905396	0.0935616004443851	0.215064480158066	0.641824368125684
Rela	494.238558467153	-0.0539687918702765	0.0740341651250091	0.215093584844109	0.641824368125684
Lzic	60.4260034248589	0.0709637030935374	0.122884761606954	0.214986123356176	0.641824368125684
Siglecf	2.25908132556479	0.0684248148312587	0.31923488675125	0.215209604889659	0.641872691505055
Rapgef4	5.1101365239954	0.0756400988589116	0.260588044170654	0.21521613773993	0.641872691505055
Zc3h7b	104.439586855097	0.0732753076140579	0.133871528198125	0.215811433634825	0.642250595363245
Vwf	103.477035854482	0.0776554134308909	0.174437112082091	0.215512385140289	0.642250595363245
Tvp23a	29.2787750159051	-0.0768861447155228	0.161022358691	0.21573007662087	0.642250595363245
Tuba1b	455.408184717725	-0.0564120009153571	0.0801550944177285	0.215821741076497	0.642250595363245
Plekhf2	525.636263896676	-0.0697773438736392	0.118640762558459	0.215398591115462	0.642250595363245
Plcg1	41.5830964137094	0.0730383679839172	0.132682608961051	0.215808394595843	0.642250595363245
Ncdn	47.1202233336621	0.073956203310869	0.137342801114732	0.215670935170325	0.642250595363245
Chek1	7.16090149147088	-0.0778412788892229	0.204800286020187	0.215725073738543	0.642250595363245
Camk2n2	1.7008047255941	-0.0735510806273773	0.280930770772247	0.215799827598128	0.642250595363245
Siah1a	97.7027871382784	0.0653678276075951	0.104332786544237	0.21589135863565	0.642299408117401
Tmem104	79.5603973057345	0.0665619947144778	0.108216929489603	0.21626673572775	0.642934182217987
Thsd1	1.31373979274853	0.0698223416835827	0.308057568776125	0.216236556410387	0.642934182217987
Mapk6	1957.42085481119	0.0679997723753633	0.112945876860613	0.216316401603326	0.642934182217987
Arfgef1	1515.38414413815	-0.0537019331771457	0.0737713984758145	0.216317789062738	0.642934182217987
Was	468.887045965366	-0.0550371493462486	0.0770325242917621	0.216537561672261	0.643428943718412
Ebp	99.2081534982811	0.0637759841808571	0.100014708897965	0.216709483481622	0.643781310761303
Nfkbiz	3563.95260018866	0.0640395673073876	0.10087817435779	0.216922399883714	0.644152642823893
Neil2	3.03906568311661	0.0702753844583581	0.303648300625072	0.216941217322214	0.644152642823893
Fkbp8	249.480687758746	0.0648577965694912	0.103377859715485	0.217087225316529	0.644427646229835
Afg3l1	213.287168277037	-0.0650194929359695	0.103917905645848	0.217197162906862	0.644595465032168
Trio	556.24075875518	0.0670399469854947	0.110383166110894	0.217430531110512	0.644812410443215
Rrp36	50.5895140234419	-0.0710701302036175	0.125144407149264	0.217416352821973	0.644812410443215
Polr3d	140.428983217747	-0.0681215915285089	0.114007801839761	0.217417348216654	0.644812410443215
Pex19	206.529855191105	0.0553875494689112	0.0782121200637444	0.217568462418685	0.645017876797047
Ddx24	1562.23557911242	-0.0506346877505651	0.067023445062599	0.217606693812558	0.645017876797047
Haus3	109.634988151485	0.070638325533934	0.123567781918379	0.217689035001701	0.645103523808133
Srsf9	241.203963847495	-0.060777506703299	0.0922144057692546	0.21806999803071	0.645858030276451
Orc1	6.61215099957595	-0.0769956701732129	0.2181554578407	0.21810416995914	0.645858030276451
Creb1	770.298594790417	0.0555012884281137	0.0786308421638258	0.218004313712747	0.645858030276451
Cnot6	864.327247942869	0.0534680940607184	0.0737689624467142	0.21816116985478	0.645868364029235
Hirip3	28.8585084680026	-0.0758464061422492	0.155199014707751	0.218241598248227	0.645948036011794
Eif5b	2862.31939393248	-0.0659644863540367	0.107439292407485	0.218396132508875	0.646088558672088
Dctn2	364.557100955508	0.0551573088791195	0.0779058923466957	0.218369529563384	0.646088558672088
Zzz3	399.400443502309	-0.0573496699720059	0.0834837204589529	0.21872483921895	0.646270291596606
Ttc19	108.820906441437	-0.0688483318269539	0.117391607014239	0.218725280958752	0.646270291596606
Psme1	961.048575097183	-0.0652612199399467	0.105343070417423	0.218593227875072	0.646270291596606
Klhl33	5.47634005201907	0.0760090062294802	0.241161826066068	0.218554425304619	0.646270291596606
Hscb	34.6117860038519	0.0762776700362457	0.161525890840882	0.218660245647156	0.646270291596606
Gtf2i	401.651317577604	0.0595215237053969	0.0892907781769652	0.219203365921924	0.647302031889926
Cenpf	25.3070164176573	0.0770602694895327	0.188334932185003	0.219235352640101	0.647302031889926
Arrb1	836.548525907368	-0.0650590626352718	0.105038460366827	0.219234289519225	0.647302031889926
Spidr	101.357242048716	-0.0683598679782935	0.116024412242563	0.219361584479388	0.64731988918014
Slc16a1	426.12142493275	0.0591535727215035	0.0883929047728066	0.219402292181935	0.64731988918014
Kxd1	75.4519838554884	0.0657973215447662	0.107398801887915	0.219338845988339	0.64731988918014
Rnf216	292.943174867173	0.056310239474152	0.0811258736021702	0.219495424050136	0.647436404761766
Foxp1	2169.47479150506	-0.0490904934728314	0.0640936047412112	0.219724595326285	0.647954035081421
Hoxa2	1.8166181024402	-0.0716674905052114	0.287661659123503	0.219820380602916	0.648078161670054
Pi4k2b	228.28744509395	-0.0652136551735703	0.105895534888088	0.219990450588875	0.648421181589186
Timm8a1	25.6379427636707	-0.0761325715930644	0.164102703426935	0.22009689080896	0.648476954992759
Gm51425	58.6082279489756	0.0739326739638765	0.142688023441231	0.220170551910549	0.648476954992759
Arhgap19	406.841484940969	0.0768522185571441	0.194005331633716	0.220170437238792	0.648476954992759
Kctd9	123.669179472261	-0.06448020482075	0.103772014217769	0.220270105850317	0.648611899881271
Pycr2	34.3988252324995	-0.0747108822013526	0.148789620719335	0.220372051617757	0.648753820250324
Zdhhc8	9.36183285255329	-0.0765941632159535	0.210518253419094	0.220469555670511	0.648811669324142
Ccnh	112.331965531263	0.0680875668482953	0.115751628001786	0.220499210237583	0.648811669324142
Ptpru	1.05594530836376	0.0592091504427672	0.37935118733108	0.220650821078821	0.649099539464139
Slc38a6	199.915849405592	-0.0660496363975195	0.109023482021194	0.220885142531354	0.649195246934854
Inppl1	669.707781137838	-0.0589743054874639	0.0884456285360648	0.220808181049436	0.649195246934854
Ifi203	4808.18294303799	-0.0766885497197531	0.193325130029731	0.220871353544393	0.649195246934854
Daam1	570.299711532303	-0.0581381724070475	0.0862824910479547	0.220898498687775	0.649195246934854
Prmt9	102.492882106326	-0.0659420571111515	0.108710857635919	0.220954563685691	0.649201943448464
Pdcd4	157.113734512735	0.0701480795077282	0.124108166180431	0.221110150080409	0.649312142974094
Pcm1	638.375795613849	0.0590209193891714	0.088739137174001	0.221261047560269	0.649312142974094
Pag1	248.925647013906	-0.0656625054351724	0.107966526481714	0.221255206172201	0.649312142974094
Nfatc2ip	43.5600364188717	-0.0742218614231924	0.146230383302794	0.221190395126565	0.649312142974094
Bub1b	36.6303409967826	-0.0738319606256087	0.143292745449299	0.221114760925386	0.649312142974094
Ubl5	392.17950265892	0.0552631155448674	0.0791375457068412	0.221387550558314	0.649397021348567
Sox4	17.2635123470902	0.0763771404833839	0.209163001816447	0.221480940454919	0.649397021348567
Mat2b	323.032033561465	0.0554815816538292	0.079754205265137	0.22161024569804	0.649397021348567
Lyrm4	115.935807131693	0.0688822787919127	0.119401548545531	0.221601162748652	0.649397021348567
Ifitm1	14.2900809743276	-0.076315305098152	0.211893552234811	0.221509447549602	0.649397021348567
Dhrs7	166.125105757756	0.0596990972059246	0.0906903019177967	0.221612786324337	0.649397021348567
Phf13	154.150596296673	0.0652568661307509	0.106916843337072	0.221732533859869	0.649432585219271
Egfl8	24.0993718846822	-0.0756391189840814	0.161899500687822	0.221715087478811	0.649432585219271
Gtf2f2	241.749567750373	-0.0668143246094044	0.112096513459343	0.221839566663714	0.649588444840132
Uggt1	853.861404462424	0.0555392408702787	0.0800205172001928	0.221982807859151	0.649728210958124
Plekhg6	2.6169813898708	0.0736050585450764	0.263856606795872	0.221994957911458	0.649728210958124
Prelid3b	300.717467850907	-0.0577993272396248	0.0858873566295557	0.222253079321981	0.650009450750224
Marchf1	1270.82128965425	0.0667506383226894	0.112145011855569	0.222306463355172	0.650009450750224
Drg1	515.489179016627	-0.0553454780703144	0.0796117116732811	0.222214226188667	0.650009450750224
Alg6	63.0708171663426	0.0698282986927567	0.123648427647155	0.222274308888754	0.650009450750224
Ccl2	908.153089499971	0.0742579835608305	0.148481403667931	0.222397380588403	0.650117796973123
Gpt2	37.1101234025766	0.0749482360367165	0.155179247539035	0.222467841729824	0.650166307428323
Lta4h	171.453825205598	-0.0598217986385604	0.0913956537843683	0.222569162314664	0.650304959849428
Prodh	1.68679724141143	0.0693482417423539	0.299387418776207	0.222671870687482	0.650447599031441
Trim44	472.61501695645	-0.0760829963129076	0.177108402812326	0.22275921925958	0.650545312475958
Mrrf	46.933673469573	0.0711398418745437	0.129954125942662	0.222852138865123	0.650659244340116
Klf11	30.7048464808503	0.075191526910003	0.159529009210357	0.223019367994871	0.650872563244534
Atp6v1e1	2009.69420456698	0.0540338024649218	0.0766239286452621	0.223033050669378	0.650872563244534
Med7	118.024149489599	-0.0632402893560303	0.101599034803295	0.223606067088825	0.652387050945643
Zbtb11	291.041850793891	-0.0658015387860813	0.109882929689528	0.223995552207589	0.653123845927939
Prss30	0.67317240749468	-0.0586162982092394	0.377614186852058	0.224020938039906	0.653123845927939
Cdc23	95.0612447857171	0.063912165040009	0.103821801100142	0.223976300313741	0.653123845927939
Uqcc5	7.77247655930094	0.0757958583203799	0.206393650308362	0.224137309479123	0.653199552250799
Tsga10	49.5848185802048	-0.0691152466373987	0.122112706224428	0.224186166635278	0.653199552250799
Top1mt	9.20744325001821	-0.0758911588116432	0.187215970177334	0.224263375685776	0.653199552250799
Sfxn3	112.182131113099	-0.0628407040221477	0.100701715308148	0.224258383096594	0.653199552250799
Tpst2	82.3338378677034	0.0632011522659244	0.101951777241081	0.224617470691875	0.653503113814484
Tiprl	208.514824360172	0.0589789424582993	0.0899215587889874	0.224680036441943	0.653503113814484
Ntmt1	17.2047268837494	-0.0754371607133624	0.170326489966195	0.224692454211277	0.653503113814484
Nsmaf	158.210773071331	-0.07016529512451	0.126851116334151	0.224517879987418	0.653503113814484
Gid8	367.61339487883	0.0500396033590879	0.0674860551264166	0.224423570899789	0.653503113814484
Bnip2	1346.81474986558	0.0481670299618483	0.06325871237966	0.22464960569064	0.653503113814484
Ergic2	503.901298888652	0.0546693894436337	0.0787715750196472	0.224840102989184	0.653775004355445
Nrg1	22.4348578306919	-0.0689808703413986	0.297731467356385	0.224964180047079	0.653820768882314
LTO1	64.8664070593308	-0.0745948079595441	0.15706768998705	0.224933777578532	0.653820768882314
Zbtb8a	6.94716973034024	0.0744549929107182	0.239842146746334	0.225064359284614	0.65395445752655
Clec12a	3909.3115761909	-0.0533416253371747	0.0755706146536302	0.225124935461075	0.653973037548777
Srgap2	1273.18343292166	-0.0541069899389024	0.0775085770595665	0.225279299907666	0.654106603292164
Btbd1	472.720834885146	0.0624100990121649	0.0998744338512172	0.225262587873546	0.654106603292164
Usp36	106.534426439679	-0.0684204611303033	0.120148109790688	0.225355037573592	0.654169144664083
Tmcc2	1.13054728528128	0.0614556123627796	0.350232108826404	0.225427492940114	0.654222130268616
Serpine1	475.135515975105	-0.0753315601378426	0.213283000040166	0.225506449568318	0.654227048268623
Mrpl53	33.7794576656667	0.07356551043449	0.14809292743782	0.225584915468629	0.654227048268623
Acad10	11.0041047834442	-0.0755401250859432	0.181977097168558	0.225591795765866	0.654227048268623
Ripor2	1.61448913361001	0.0627633069483368	0.339753513570662	0.225664205102634	0.654279835596636
Snap29	629.569197631679	0.0567650475758204	0.0844240641397079	0.225733689964712	0.654324120526915
Ddx39a	169.369013794465	-0.0594643327105821	0.0917748329842799	0.226037126954076	0.65504636790773
Slc2a1	693.109510561504	-0.0568933359986752	0.0849733799571338	0.226341708169907	0.655299692398844
Heatr4	1.90009308649994	-0.0695540666567923	0.290933928853173	0.226295329172066	0.655299692398844
Cdv3	2208.51189074041	-0.0500434104706109	0.067995325070259	0.22627987009633	0.655299692398844
Cd300ld4	24.0374636988061	-0.0754250085693639	0.196931834076856	0.226241993506234	0.655299692398844
Jtb	261.573832927296	0.0574342509054896	0.086537116875363	0.226722712806155	0.656245358170334
Setmar	15.440423941064	0.0749288998450128	0.169261229009619	0.226831815673391	0.656256827062852
Maf1	164.037440302093	0.057967091306842	0.0880216772529281	0.226889787848656	0.656256827062852
Atp6v0b	647.795555530695	0.0502175727403205	0.0685572894018098	0.226842654695869	0.656256827062852
Repin1	93.4370867739695	-0.0714686891099879	0.135644033402237	0.22695583150521	0.656290581281237
BC005537	3925.16057192237	0.0499572999796016	0.0679934905069332	0.227019721937902	0.656318094321072
Cbr2	1.00914105788999	0.0577010774575534	0.379345177279036	0.227251290021418	0.656830237202709
Sf3a3	385.166027943046	-0.0515741694411189	0.0719462083037707	0.227397740617798	0.657096176503907
Phex	0.665153199828321	0.05881241819295	0.368470961802823	0.22753971230698	0.657349049197043
Upp1	53.4419915826909	-0.0724683785620063	0.260358104944254	0.22766260033934	0.657546682482851
Poln	1.98960754180577	0.0645820011533178	0.32315200660571	0.227743525444843	0.657623050746234
Pbdc1	182.978719908915	-0.0628948863843874	0.10252608932579	0.227838085959304	0.657738746120257
Uvssa	88.5134056459609	-0.0727242994167679	0.145208001230618	0.228017141191626	0.657780456853707
Syt6	8.88337907707976	0.0742937469779955	0.226362887674096	0.228205558752955	0.657780456853707
St6galnac4	105.010883457971	-0.0721324870112035	0.140854117742017	0.227933786721151	0.657780456853707
Pdss2	14.4481406873845	0.0748973720116861	0.181426318040439	0.228446011864777	0.657780456853707
Nmnat1	36.0715627235247	-0.0742094776405787	0.161846704103604	0.22841725693199	0.657780456853707
Neb	2.05470639083086	-0.0691927979535261	0.289898583052913	0.228237748284579	0.657780456853707
Fbxo8	78.1644021747615	0.0677967810977616	0.119531133764489	0.228070628286936	0.657780456853707
Dtd2	32.3865984375295	0.0737251594350603	0.155576360651253	0.228532937083074	0.657780456853707
Cep76	33.440870546684	0.0711909405938903	0.135387056987004	0.228194582931595	0.657780456853707
Atg13	180.198538149115	0.059060443391964	0.0916426507292092	0.228555215031175	0.657780456853707
Abhd8	4.39951495109696	0.0724645253902843	0.257614936665728	0.228560997186781	0.657780456853707
1700066M21Rik	62.7432845878655	0.0678598529743059	0.119899582732833	0.228246326095614	0.657780456853707
1700010I14Rik	10.5446748097451	0.0749785398037416	0.191439987354178	0.22832287609312	0.657780456853707
Rdh13	99.7607045230109	-0.066810455307033	0.116178512385763	0.228731008672117	0.658112818753862
Lmbrd2	151.268088835536	0.0673152488154837	0.118196875312569	0.228892737943212	0.658421198039698
Tdp2	90.7411882581827	0.0648569974574234	0.109674972629923	0.229468497920033	0.659439148877217
Stub1	159.287785539203	-0.0553842531441075	0.0821219525649526	0.229486029987684	0.659439148877217
Rell2	7.52236812413443	0.0746878510738494	0.20003167490235	0.22933064702817	0.659439148877217
Mapk8	149.280502619758	-0.0629211923962707	0.103355851371216	0.229415146674727	0.659439148877217
Kif2a	442.740521735763	-0.0553576204064768	0.0820642524113898	0.229519789928185	0.659439148877217
Zfp408	49.9282414605527	-0.0702917624876004	0.132184598701483	0.229880088376479	0.659708497379739
Zfat	45.0351164965129	-0.0691631973519105	0.126598644236429	0.229806192633726	0.659708497379739
Wdcp	14.9868207245954	-0.0738556269427636	0.161458325972121	0.229996135623359	0.659708497379739
Pigk	350.6442471239	-0.0516354286820459	0.072761976951085	0.22969875784219	0.659708497379739
Lrrcc1	243.620269843151	-0.0541408110844324	0.0790644055890314	0.229899973967996	0.659708497379739
Fancm	68.2453341764537	0.0727158534089519	0.148295227467786	0.229964551775837	0.659708497379739
Carnmt1	75.6847091654379	-0.0727950440296143	0.148861467274136	0.229886620256492	0.659708497379739
Vps4b	1478.45701902043	-0.0444512067040005	0.0563190816311972	0.230077629259692	0.659717935316184
Mrpl57	21.425965855287	0.0738237490063173	0.16132338002908	0.230108741315753	0.659717935316184
Nptxr	2.43114503011385	0.07134620201905	0.266077879934055	0.230207306568187	0.659843787764905
Tsg101	451.307290124658	0.0615702279293858	0.0996397916618597	0.230343437895357	0.659946520463204
Ppp1r15b	2570.08438519786	-0.0640976032844575	0.107630054184591	0.230407177898255	0.659946520463204
Crot	206.161245274756	0.0575009259219646	0.0880462097371658	0.230364387414772	0.659946520463204
Pcnx1	231.352589730903	-0.062858405494307	0.103739525983451	0.230626892100393	0.660419119253083
Cep162	104.135866435737	0.0657758967942707	0.113565562717282	0.23068183562947	0.660419771358562
Tepsin	26.9944754582353	-0.072399187923389	0.146890897044209	0.230742140761921	0.660435769266394
Rnf169	175.316992783642	-0.0557812361514319	0.0836368471353856	0.230887751518128	0.660539265423988
Fyco1	184.680636679415	-0.0594084206188266	0.0935320531939696	0.23085039924185	0.660539265423988
Slc39a3	30.0906201142676	0.0732206510574736	0.156227874211047	0.231271604164796	0.661167281446967
Hook3	675.762394700241	0.0581699725319834	0.0901851298393389	0.231176889758963	0.661167281446967
Ergic1	394.48357652776	-0.0545469190420676	0.0805354092435945	0.231226068737216	0.661167281446967
Nin	575.398023055041	-0.0611026796277779	0.0986786876632471	0.231342550763163	0.661213494603688
Lims1	4003.9238060048	-0.05380356249269	0.078688406772757	0.231406339278273	0.661239231791846
Jdp2	499.748789203558	-0.0679069173060996	0.122554612155922	0.231749499661039	0.661999592688822
Acbd5	846.92226095774	-0.0554625059438068	0.0831052529881172	0.231782127481604	0.661999592688822
Mlf2	338.101597808236	-0.0492847737554097	0.0677571186618103	0.232039764360545	0.662578650539811
Dennd6b	7.28124108546109	-0.0739563637651729	0.205649301984761	0.232170536046391	0.662795262554385
Zdhhc12	13.5303816978578	0.0739193561446676	0.181677174587694	0.232932260283375	0.66329675324187
Wbp2	314.890634951574	0.0500419521320912	0.0697825882778294	0.232819687937952	0.66329675324187
Tal2	3.94113790238696	-0.0633752880233579	0.322512213458507	0.233063312625171	0.66329675324187
Runx2	119.857998017838	-0.06745361365977	0.121236699984942	0.232565934365153	0.66329675324187
Rnf135	125.023817808312	-0.069705232739276	0.132174578044562	0.233103366658851	0.66329675324187
Plekhb2	948.850849937091	-0.0507001124024866	0.0713364985000638	0.23266950713921	0.66329675324187
Phc2	201.989351463677	-0.0550969904918178	0.0825832148245941	0.233072864255476	0.66329675324187
Ogdhl	0.545507787408562	-0.0551663562579142	0.392510451232782	0.232651132816872	0.66329675324187
Nfe2l1	1354.44115836543	-0.051282482394868	0.0728078221207989	0.232825690326431	0.66329675324187
Mtg2	15.4023845716801	-0.0736500997016903	0.170936486009909	0.23311556149561	0.66329675324187
Mnd1	0.706205803285937	0.0583184230071997	0.362246218192999	0.232854853592475	0.66329675324187
Mfap1b	62.6694638768309	-0.0723629903566161	0.245359835408644	0.232475643052258	0.66329675324187
Asl	79.301639598963	-0.0713233190745866	0.141186401250829	0.232428662155399	0.66329675324187
Acp6	54.0187743396621	-0.0716694704934889	0.14451057503554	0.232987438305344	0.66329675324187
Ip6k1	315.148238519509	0.0616748695012825	0.101295976781913	0.233294982170688	0.663650821305729
Stard7	1402.91781062345	0.0636812207016948	0.107838838677823	0.23347988001722	0.663863875573109
Smarcd2	233.985978526328	-0.0549755611808594	0.0823933558615466	0.233455539654798	0.663863875573109
Tmem81	33.4517041380739	-0.0693955804176409	0.131246033547129	0.233848836368698	0.664756348320816
Tbc1d19	71.9740526761805	0.0696041239974804	0.132724664920055	0.234231677719299	0.665274314511048
Nrp1	2605.93596636241	0.0645160619323586	0.111079525352809	0.234179903902929	0.665274314511048
Nfia	22.065069549618	0.0732270317160885	0.166189801097889	0.234251519194031	0.665274314511048
Fam168a	335.537123924862	-0.0555356558675667	0.0841301682514443	0.234199368356159	0.665274314511048
Syne1	202.991667401231	0.0645295887439463	0.111401723352415	0.23467216040445	0.665562929524957
Srp19	142.161008586288	0.0625777694365235	0.104773997857748	0.234606556185373	0.665562929524957
Rangrf	2.64291147201124	-0.0706056615870943	0.262209362362484	0.234683995696621	0.665562929524957
Lrrc40	109.13439149192	-0.0606396611553184	0.0987199256191995	0.234610978913822	0.665562929524957
Arhgap1	235.698942002059	0.0559602220536884	0.0854053181077049	0.234591908116989	0.665562929524957
Acp5	3.97144231664973	-0.0610392652421926	0.336868821577193	0.234561697446315	0.665562929524957
Tecpr2	113.155983612601	0.0633596086660548	0.107440532338212	0.234791830490453	0.665707025155634
Ramacl	3.88760709791502	0.0720583555752409	0.241030849598947	0.234845112933943	0.665707025155634
Ddx51	88.7188003947193	-0.0650296901048643	0.113340589865493	0.234921378244387	0.665766854991724
Wdr45b	299.163882672244	0.0532289360143373	0.0783654657638151	0.235013050902539	0.665870310890528
Kif11	57.6013388973143	0.0714862184606386	0.146430214394749	0.235172536732695	0.666157465343432
Dapk3	29.0395966169999	-0.0724449752798278	0.156495756396127	0.235229323024998	0.666157465343432
Agbl3	0.515740721723377	-0.0540764003701695	0.397801035419083	0.235279973053774	0.666157465343432
Fzr1	54.4931900361955	-0.0685904578112106	0.128760292603902	0.235638338301338	0.667015652743234
Ppm1g	474.434454032064	0.0541390945229465	0.0810041348577456	0.235872178674326	0.667278580283442
Gm6710	2.61423532744581	-0.0704301623437994	0.260924210368634	0.235883736496788	0.667278580283442
Dhx38	346.559298731311	-0.0621990916602565	0.104178450662791	0.235897075564992	0.667278580283442
Rwdd1	353.677581203854	0.0598148837722994	0.0968411350361384	0.235995828339745	0.66739245035271
Cdkal1	101.257066311758	0.0648733995598465	0.11342684727513	0.2360479180245	0.66739245035271
Pla2g4c	1.21780566735825	-0.0619044302214603	0.327729318522501	0.236177839997148	0.667603402521211
Plekhf1	8.50098353137899	-0.0718240897721423	0.238970626564282	0.236342689177267	0.66768411881523
Oaz2	152.702659840318	-0.0597333136787688	0.0967809878465219	0.236427665602013	0.66768411881523
Map3k4	81.5340863516438	0.0643183388003269	0.111616096718226	0.236393922710253	0.66768411881523
Aldoa	2196.18448675773	-0.0524024289597697	0.0766635789948303	0.236333363916831	0.66768411881523
Jmjd6	202.174748552329	-0.0625712182406637	0.105694603588609	0.236514243082706	0.667772377545793
Yipf6	469.167776345683	0.0494432655420673	0.0693821895199294	0.236624977236267	0.667772615207328
Glt8d1	189.336569364593	0.0559368647555293	0.086058632861742	0.236612700853295	0.667772615207328
Slc35g2	1.83184557312163	-0.0641117716502562	0.311023910657358	0.236895064809474	0.668066222488401
Slc35c2	51.1236146031524	0.0695473355277569	0.135113146906151	0.236887294525099	0.668066222488401
Rab40c	55.0103367834175	0.0662730322644288	0.119309673928307	0.236822270909356	0.668066222488401
Nme3	12.5286825650614	0.0728947601092936	0.172900520267761	0.236998767714846	0.668202552281754
Acot8	17.0748274633772	-0.0724140478097018	0.161858474306933	0.237152576989885	0.668480057045285
Dld	1431.6557479996	-0.0479041711214334	0.0658520379757452	0.237263592238417	0.668636833602077
Smarcal1	118.056729924819	-0.0565340884817448	0.0879748076583346	0.237377027792834	0.668800356082986
Slc25a36	229.44497342821	-0.0606473034120976	0.0999986837100196	0.237443964316523	0.668832823640707
Zfyve1	140.665689948456	0.0604705756837408	0.0995611864691781	0.237686020777549	0.669162149538002
Raly	377.634085693361	-0.0566458531395953	0.0883982973584075	0.237684969846731	0.669162149538002
Ganc	46.0923587132841	0.0654028247345707	0.116438927650181	0.23772719943819	0.669162149538002
Arf3	1111.07438933206	-0.0584455427979468	0.0936657447193774	0.23807322164113	0.669979898626355
Adgrl2	3.5511791688923	-0.0687247120266286	0.273135725531176	0.238183628963475	0.670134359344788
Wdr11	286.129849716161	0.0541978906168666	0.0819502229931786	0.238256306991681	0.670182620692051
Rfc2	83.1738862499786	-0.0663949871362657	0.120938402597727	0.238460636462764	0.670314388847494
Gpat4	368.063874529169	-0.051539617532217	0.0751362984439279	0.238525294125931	0.670314388847494
