Symbol	KO_L_C01_REP1	KO_L_C01_REP2	KO_L_C01_REP3	KO_L_C24_REP1	KO_L_C24_REP3	KO_N_C01_REP1	KO_N_C01_REP2	KO_N_C01_REP3	KO_N_C24_REP1	KO_N_C24_REP3	WT_L_C00_REP1	WT_L_C00_REP2	WT_N_C00_REP1	WT_N_C00_REP2	WT_N_C00_REP3
Traf3ip3	5.17904452803388	4.80263164455806	4.94403027749074	4.8580653301785	4.87399327218748	7.58697668248476	7.87168822384868	7.56133289346222	7.59182997760309	7.68869019904693	5.41055191530227	5.53627923621014	7.40423306078904	7.60135658862514	7.6216539317789
Traf3ip2	1.63628512020582	1.63628512020582	2.329543967376	2.44596241102199	1.63628512020582	2.41798058234476	1.63628512020582	2.27932853613905	2.43718615155691	2.68911923752546	1.63628512020582	1.63628512020582	2.58687214073954	2.93847803551584	1.63628512020582
Traf3ip1	4.8556041496131	3.50819880411879	4.75919531798851	5.17404816167288	4.78813533354337	5.30888699963301	6.05747171787305	5.48964336233711	5.59339461702275	5.84253248990951	4.34768722223846	4.85640788937654	5.79388035452487	5.71792221113173	5.36406926058322
Traf3	8.18814366396579	7.5885928721864	8.06685448478881	8.07425528842646	7.62207834347299	7.64206311913188	7.67700236361946	7.66318704177177	7.83483701060108	7.72454837756924	7.53318433065222	8.07538187253299	8.01917082908614	7.96588419506155	7.89381720081404
Traf2	7.31276499992867	7.57349435549823	7.66016964710937	7.58581170786316	7.00386754403847	5.53047774425189	5.91292020516103	5.66124277718833	5.88581518638191	5.46157518779578	7.64279395805763	7.1955769407225	5.89939582265506	6.03727576872363	5.71678035000221
Traf1	9.54273447408268	9.84511285369258	9.82141777932968	9.24377931885721	8.9415056604785	2.95992827299966	3.10678875674945	3.03113952618682	3.49263442603717	2.5020728271906	9.51131331252263	9.85147381995785	4.19226773494742	4.18171086545495	4.35815908614816
Tradd	4.52985351179626	3.50819880411879	4.63538060279344	4.51613459724457	4.11928989938131	4.87118536378951	4.86351733095889	4.9551825772805	4.28404742477097	4.05256603064527	4.79681054156763	4.10414562751528	4.26604020689094	4.22538227959732	4.61829159245706
Trabd	6.48758005530416	6.4303092982856	6.63008515493918	6.80306817180242	6.31744660618675	6.30449677680528	6.85711461156998	6.94899455038087	6.90871684048913	6.9719302230079	6.43467238275041	6.34204704233224	7.08037193854999	6.79768730270472	7.00244124787374
Tra2b	10.5930255716367	10.7491373518656	10.5433833597228	10.4116262218817	10.5646068793271	8.82404530489685	8.68261595075446	8.79182703420043	8.73099759531365	8.86919324762652	10.3522429379786	10.328099335072	8.61601746471242	8.8997149078511	8.89580900391345
Tra2a	10.4063900714169	10.628346175911	10.4937290728333	10.1069394287246	10.325831233125	8.21444712922283	8.05469508907129	8.25591228005969	8.22441628772529	8.32172553717286	10.3762419252943	10.4099347339634	8.48880497100744	8.59866454030159	8.57554370634101
Tpx2	6.68262414715948	7.1536124236159	6.9015343434125	6.33048007367397	6.84477309657153	6.25227117619916	6.11732475619353	6.05199567354192	6.54830046667307	6.17818610007031	6.80875895617659	5.80894530264117	6.22198754484356	6.12967851922568	6.39041538843301
Tpte	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	2.58965679954621	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582
Tpt1	13.1387341890692	13.2566273806636	13.077296176713	12.9780372792939	13.1861641444315	12.9353039701873	12.7237306652186	12.8746123495048	12.6996835432993	12.7259460442888	12.8352080553379	12.9559095779272	12.3022343805785	12.2541890191666	12.3956137595236
Tpst2	5.85686720623108	6.32594067240307	5.92928906866689	5.98541499420789	6.01474894524068	6.71774175710555	6.71924713011639	6.8503201367801	6.79830459272554	6.67055430540114	6.16716195410284	6.59293929510998	6.57280463794347	6.69570899338631	6.53892978544736
Tpst1	4.70217063343391	6.2893977366546	5.48489309559118	1.63628512020582	1.63628512020582	4.82377120551221	3.87872986584925	5.06851075913756	1.63628512020582	1.63628512020582	6.3071278635915	6.37590713470736	6.22198754484356	6.19527888723879	6.21377289425759
Tpsg1	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582
Tprn	4.70217063343391	3.96490314560214	4.45112215437139	5.59191005044324	5.10409456638828	5.47059585367766	5.75215912730246	5.34029410140116	5.73374389595727	5.57113487727152	5.41055191530227	5.53627923621014	5.3725664042945	5.43906232423284	5.12505860291684
Tprkb	6.20654356882598	6.39635410770394	6.09324695867793	6.80306817180242	6.64189594235823	7.07896122503726	6.65009510715801	7.02751458196066	7.05460207268939	6.98513494001098	6.37231312243538	6.62143573991509	7.12927659321431	6.88632324239748	7.01516992619224
Tprg1l	8.41229824902935	8.50301773620137	8.37421363840531	8.49984946981988	8.14155633177749	8.82998718730594	8.80572092264383	8.91141220959153	8.82154312967397	8.66498621511249	8.22177038364053	8.50780900979182	8.41383916775572	8.42984229306314	8.20549849968601
Tprg1	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	2.67254783046388	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582
Tpra1	3.82648763193831	3.75658817983169	3.76057838289622	4.45002195945562	4.59886761477051	6.45067742850064	6.72886040080368	6.33657114960678	6.4215358844495	6.21231493977688	4.59025292911963	5.19903691910904	6.40010641535407	6.52777233768553	6.36077804632921
Tpr	11.9563908883808	11.7732022625054	11.8510293072166	11.7345063085946	11.8915887689323	11.0686302154551	11.0805128473972	11.3369662341683	11.3968088062883	11.548658977229	11.8507794736779	11.5816417985818	11.1269903154889	11.2560222070647	11.2642280358173
Tppp3	2.97700843106732	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	3.67461029799926	1.63628512020582	2.19165317164039	2.93847803551584	2.49549353943458
Tppp	1.63628512020582	1.63628512020582	2.329543967376	2.44596241102199	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	2.6580607736863	2.2482574986802
Tpp2	10.821694405755	10.6136639464839	10.6530002805844	10.5524964629409	10.7471088908376	10.1790237437212	9.93914794903811	10.242128615768	10.1702476225495	10.1381323571851	10.7665766917497	10.5255335894546	9.9026108876028	10.0322224846764	10.0296514211478
Tpp1	10.3308804061015	10.4035465614667	10.2345664526914	10.0299715199793	10.4690189695612	10.7160114655491	10.5224510258727	10.5543187378243	10.3932886793687	10.2713499629536	10.0530209139402	10.0942270738497	10.386069308157	10.4353698571634	10.3171731971479
Tpo	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582
Tpmt	3.82648763193831	3.50819880411879	4.05411575631653	3.51100021835218	3.3647343679568	4.37251079768145	4.99803053596171	4.66105290433407	5.06390315798732	5.09579314261596	3.67461029799926	4.10414562751528	5.10372587297698	4.83986502933924	4.35815908614816
Tpm4	11.4603116583627	11.5300305901273	11.4942843385749	12.1612857094607	12.3177526278086	8.02541478797453	7.90596650064	7.89400836286049	9.00385310622105	8.93017041011108	11.8421894201829	11.7409403812817	8.90139138267483	8.85820271732659	8.97770921160565
Tpm3	13.0077270943719	13.161096291141	12.9913630829662	12.8129384519021	13.0487050002292	12.292586363909	12.2479285530221	12.3303162878636	12.2726828373854	12.4274938140821	13.1344931676364	12.9418694273125	12.3958489128808	12.4591142264073	12.4667995881632
Tpm2	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582
Tpm1	8.18099331526637	8.51096312546687	8.23747771864846	7.82845274081424	8.4894597113056	8.16359022749	8.07366665996413	8.1953875569468	7.71169616105303	7.90552322426346	8.92161901778826	8.7332413626905	8.21984070036789	8.39077791427276	8.38530606738936
Tpk1	4.8556041496131	5.1699220857077	4.34892291039975	3.96818085526908	3.96749252896634	5.43968667585172	5.63400456685997	5.73136850642179	4.88160632989497	5.46157518779578	4.97688172561792	4.10414562751528	4.91401535895934	5.36470886943233	5.17160866145656
Tpi1	10.4810570097952	10.2694735959998	10.4790111582875	10.3694982646337	10.0280230445166	9.30767705532319	9.56181543434039	9.29706439993705	9.57559457839203	9.33118633825283	10.5410020073011	10.4931645316377	9.84671011255243	9.82375299092173	9.86811828319261
Tph2	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	2.31643773304159	1.63628512020582	1.63628512020582	2.25301100147036	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582
Tph1	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582
Tpgs2	8.15203208839566	8.08018355546367	8.15838775183071	8.19793880529905	8.57427839730731	6.52589912252652	5.87872031717169	6.24384220645529	6.50206220958525	6.20102845055412	8.05335139848324	8.37198427424326	6.3095607863483	6.11844798606231	6.52118223061657
Tpgs1	3.25224792818891	1.63628512020582	3.5846521392879	3.00522737680095	1.63628512020582	4.07609054613653	4.50354046970473	3.96770418593498	3.94668029055326	3.82658463220375	3.13253906726493	3.92601382183605	3.74695511452015	3.64243103775912	3.81210216563794
Tpd52l2	7.63930186566035	7.69007481576821	7.30035276219678	7.60083318230865	7.30824641356773	7.73999986364722	7.95998747253606	7.83174139455224	7.71844619422942	8.06940108522594	8.07306562670244	7.54686187904671	7.5369980323795	7.81086293197578	7.86599230639018
Tpd52l1	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582
Tpd52	11.9495703885407	11.9912113821807	11.8233314228144	11.7941116819082	11.9904585262055	11.7723905038269	11.6037126951213	11.654412716505	11.7950093502933	11.9669726046293	11.8678076466056	11.7777656543409	11.6618202140337	11.8352772168049	11.7921336634709
Tpcn2	7.11679096601066	7.54281458633026	7.15971045433069	6.53220264813628	5.89779792679678	7.68859575580074	7.55808572026876	7.57089544844049	7.36109859857529	7.30240173761306	7.41455171178762	7.30497153488012	7.9309240885915	7.80388182053945	7.63819981879827
Tpcn1	7.66002383746924	7.74501117454852	7.68603740017836	8.01941690560929	7.65840305888632	9.36609236906314	9.4902027143921	9.31992277100888	9.71709645049797	9.52774528130302	7.35136196797315	7.77943570886879	9.40667971311475	9.33086287004008	9.23860587213643
Tpbgl	2.60074460672912	2.76541801791132	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	2.19165317164039	2.6580607736863	2.83467485665402
Tpbg	6.3916170771043	6.46348167769583	6.34814956161609	6.75012426555699	5.85659597780579	1.63628512020582	1.63628512020582	1.63628512020582	2.43718615155691	1.63628512020582	6.16716195410284	5.03805472168818	1.63628512020582	1.63628512020582	1.63628512020582
Tox4	10.3260272095375	10.4226246035939	10.3834576892614	10.2182464726254	10.0869441940735	9.4667701110501	9.35097469120393	9.42249267138995	9.2864170277549	9.35679559343637	10.0530209139402	10.0942270738497	9.29114196670635	9.35255035079365	9.25746676630457
Tox3	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	2.41798058234476	2.31643773304159	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582
Tox2	1.63628512020582	1.63628512020582	2.329543967376	1.63628512020582	1.63628512020582	1.63628512020582	2.31643773304159	2.27932853613905	2.43718615155691	2.25301100147036	1.63628512020582	1.63628512020582	2.41699187157671	1.63628512020582	1.63628512020582
Tox	1.63628512020582	1.63628512020582	2.329543967376	1.63628512020582	1.63628512020582	1.63628512020582	2.31643773304159	1.63628512020582	2.75527022898914	2.25301100147036	1.63628512020582	1.63628512020582	2.19165317164039	1.63628512020582	2.2482574986802
Tor4a	6.26189592231315	6.46348167769583	6.43623661951266	7.00860935171209	7.09506134140646	8.73501886664498	8.81251251336917	8.61365865903533	8.54988064305866	8.53416978173328	7.50442866430573	7.33966625281304	8.62286117438589	8.6482204448913	8.57339479392454
Tor3a	9.94214194106542	10.7508156894257	10.4656354228527	9.64429824014865	9.87953734697134	9.41236768109867	9.31794491387397	9.53544334394553	8.96748918408113	8.4124469464986	10.1720454675678	10.4099347339634	9.88564019982874	9.79412127379056	9.75984800739215
Tor2a	5.960980565808	5.64671877845268	5.41200386217655	6.00817646470029	5.85659597780579	6.38753430156654	6.63993947524026	6.380786067335	6.4380056690294	6.56893694187277	5.74265758365922	6.50390068304179	6.57986296188536	6.4847245570437	6.44791916432056
Tor1b	7.87910523336646	7.73147203885352	7.93931533622161	7.77648140288244	7.5721766080356	7.81981049130007	7.79144675873873	7.53714531840987	7.8410357726348	7.83072514716157	7.81659441656179	8.03362044498738	8.02176247575691	7.8755505190273	7.88344567421466
Tor1aip2	11.3876434138025	11.8495914281095	11.6038243634959	10.8763207771265	10.8631580506467	9.95946608731791	9.83515810449451	9.94041613474081	9.53028834207463	9.16573150222375	11.7349096401373	11.7973920144471	10.1805307397732	10.2999225003275	10.2635382198846
Tor1aip1	11.6554177088925	12.0813402999482	11.8274039678891	11.2059154578044	11.4743695161095	11.2787082913828	11.0463513809384	11.2809133353375	11.1786451757471	11.0153657722039	11.8550553962281	11.6626328154509	11.3464867347112	11.4196307521814	11.4053016310089
Tor1a	7.0710908041589	6.78537718114761	6.9015343434125	7.08540146678453	7.00386754403847	7.08891116850411	6.90876764946461	6.91183827686166	6.67872116543418	6.77310547709331	6.94345221974186	7.15718595017122	7.00375509989548	6.78355363126948	6.8963491847867
Topors	9.62932843075038	9.58024949541312	9.47194396860851	9.58888563841346	9.71111816487324	8.68015678027542	8.58286213927296	8.71198724614181	8.69381081365741	8.86026794218043	9.66209174888093	9.74229687367647	8.91260506143805	8.87661541775424	8.95807777820504
Topbp1	7.74005645441493	7.41311849203985	7.64442328929985	7.57824187766235	7.3679674882768	8.59548641911646	8.56688415355919	8.48808988728979	8.5574286394535	8.75248533293547	7.53318433065222	7.85331795569911	8.72180167644896	8.58854574194358	8.71268315928782
Top6bl	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582
Top3b	6.11930118249363	6.09130015834407	6.28175502674482	6.43487331627028	6.19070916035661	7.17549837873718	7.06109498459972	7.02751458196066	7.2993991438189	6.99821974906431	6.85507012629577	6.3073706609286	7.23583268955891	7.09524691077441	7.11905151294712
Top3a	6.02641752617023	6.83689143960772	6.7028922788566	6.63801368299506	6.617483219791	6.71774175710555	6.93391592391592	6.58352192549558	7.4610886573231	7.22661288534555	5.8381991499814	5.90497335322512	7.05021222657383	7.13474179512625	6.98313489785773
Top2b	10.3437430088092	10.2072680411518	10.112097045227	10.0884120033923	10.2876980325965	10.2494335319276	10.1477613735232	10.2651305850406	10.3773859216773	10.4919374034685	10.0229319463163	9.91034092231964	9.88350475801881	10.0893101302727	10.1332086422986
Top2a	7.27295545557517	8.70353038611282	8.68501057693338	7.90910471434623	8.38496211641271	8.16359022749	8.16848663216807	7.92788713077992	8.09554368265559	8.17107110361895	7.61616273206768	7.09761123935766	7.5333695904756	7.50563658690042	7.84476557007925
Top1mt	3.82648763193831	3.96490314560214	3.6756331338499	3.86804309936374	3.3647343679568	3.69517734315825	3.64169236775045	3.84131758833886	3.84717712979547	3.94437257605097	4.05296505537546	3.92601382183605	4.33604003377577	4.04157044019117	3.98430897121607
Top1	12.540601329949	12.4690927487412	12.2974789471625	12.3282113184756	13.032366629176	10.2315896393026	10.2219047131933	10.3355242061926	10.3052531029397	10.6710298285196	12.6276135539557	12.376043161637	10.062795091076	10.1857595861325	10.3388402515041
Tonsl	2.97700843106732	2.76541801791132	2.60770588441532	2.7672464105552	3.07333855482893	4.23233014699159	4.07953830867328	4.38006771489871	4.67220148921196	4.63588900117788	3.67461029799926	3.16828509360519	4.58517412981926	4.26769977372439	4.27386621961839
Tomt	2.60074460672912	3.75658817983169	3.4865896433417	2.44596241102199	3.07333855482893	4.07609054613653	3.64169236775045	3.77326147778266	4.20724354892121	3.55319134856204	1.63628512020582	1.63628512020582	3.5773754051604	4.18171086545495	3.61368943208487
Tomm70a	10.5027237801045	10.6428804880246	10.6569286913562	10.5320761232918	10.8670425033807	9.76848993451518	9.60026137683594	9.86179219921381	9.66739081049434	9.58195360049495	10.8744214925279	10.7532351514078	9.80293893673627	9.90672134841939	9.98992531488785
Tomm7	6.57754253318247	6.67646846367493	6.68246313808084	6.50048527713582	7.02257382033327	6.95387362672602	7.28604688766251	7.0550388053322	6.71969550310565	6.56013598400238	6.80875895617659	6.92554022783668	6.52971211715479	6.22698950747748	6.93705458517099
Tomm6	7.21810594550831	7.04831025655978	7.18895817398033	6.99729720890815	7.09506134140646	7.26597368179616	7.61618355055838	7.27578793656226	7.34373798016659	7.01118681080574	7.41455171178762	7.53193904754268	7.24029155995359	6.87969538216833	7.07717957507835
Tomm5	6.34112361992432	6.25190198788915	6.18333070079725	6.4843605814346	6.19070916035661	6.19807697600291	6.14634155177288	6.02436586312128	6.31854992583541	5.88551398553071	6.37231312243538	6.53419629325186	5.84173684691829	6.16285293974566	5.94729441789002
Tomm40l	5.66455331462636	6.1331641591489	5.92928906866689	6.1982644663724	6.46161655914187	6.94294248241105	6.8483228095888	6.98521669799263	6.90871684048913	6.9247368075416	6.09171263832065	5.53627923621014	7.05528288096253	6.99456818839601	6.9236134936729
Tomm40	6.148974300238	6.21340223197942	6.32195837019539	6.1982644663724	6.34745959076308	5.72228402726869	5.69429985049697	5.81445893206015	5.3704325584119	5.36338422842796	6.3071278635915	6.56386740379879	6.07973215777284	6.00103249315219	5.85096826498365
Tomm34	7.56433599452818	7.57349435549823	7.44675936544753	7.50027404318868	7.85900630178231	7.41576478361344	7.25313060452279	7.17904677035918	7.45301597165639	7.60992822913755	7.90724782395923	7.86527188420262	7.496573945847	7.54803687255656	7.63819981879827
Tomm22	8.9844236266244	8.89783704825232	8.95978020479877	9.02463281206396	8.91172662361753	8.75701638202941	8.69981252775471	8.73980098376891	8.80895084270638	8.46284706492723	9.14293748328487	9.10992923394125	8.50926336467592	8.54525421097298	8.60739905537585
Tomm20l	2.60074460672912	1.63628512020582	2.329543967376	3.19939121967444	1.63628512020582	2.72903246380165	2.31643773304159	2.53846061923609	1.63628512020582	1.63628512020582	3.13253906726493	3.16828509360519	2.41699187157671	2.80843728565004	2.49549353943458
Tomm20	8.97205001356005	8.79096023274198	8.85195815919295	8.94448595957294	8.80237493346032	9.15274083333767	9.13499220040604	9.17543606382544	9.04201554147729	9.07914852232483	8.93245088962123	8.70691505003291	8.85999507706359	8.90624738923516	8.77197742271924
Tom1l2	5.99407179044182	6.00372429593489	5.91181447103066	5.36322356835946	5.36233857705355	5.84509323573412	6.56677068798167	5.93813578814067	6.04498781301938	5.95440677158973	5.41055191530227	5.1208262147619	5.75690962182413	5.52687022379252	5.76291955689396
Tom1l1	3.82648763193831	3.1969683519478	3.26321271494611	3.64139217831758	3.96749252896634	3.14866287975173	2.31643773304159	3.15358311839988	3.73951375465433	4.10355897175217	1.63628512020582	3.16828509360519	3.05667423462183	3.15832475618574	3.19121623602932
Tom1	5.7830083521012	5.39399127198957	5.85807633338895	5.73542064519967	5.81417545537002	6.37130583292561	5.78947360235046	6.25576562598652	5.76023586159226	6.34126387180361	6.16716195410284	5.53627923621014	6.3095607863483	6.03727576872363	5.76291955689396
Tollip	10.0753526578421	9.90059692972696	9.77397464777215	9.89636934934784	9.73682004289308	9.00037155449528	9.01646886195721	8.92638508172492	8.87688649822231	8.85308772370793	9.71323499236076	9.67937674997138	8.86288844848842	8.76243978354352	8.7905961614922
Togaram2	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582
Togaram1	8.36890979832189	7.86146231131952	7.96911621664242	8.14256355149577	8.007189450507	8.18692952231661	8.06989225688065	8.27065479407385	8.27565358820671	8.25246355813371	7.90724782395923	7.67464202294226	8.01657451707889	8.37673394837692	8.11973993134323
Toe1	5.6227864329002	5.70349268675582	5.53149866836839	5.53021837180331	5.63069969432606	5.40809361845135	5.69429985049697	5.76518483684362	5.65119540046484	5.48042834629563	5.13659657686248	5.1208262147619	5.92182588368675	5.57707723066631	5.2603718623589
Tob2	8.42445895508415	7.55823606670757	8.23046426883444	8.21267933847548	7.75102015403596	8.31532048623666	8.28376242799226	8.1829717661757	8.38150139936506	8.12113174740584	8.53773301012987	8.32947425966112	8.29246434963153	8.28446526188102	8.30986639371065
Tob1	7.25943749546436	7.09135870788722	6.92780127430352	6.86662368493568	7.72841754893559	7.5728698556642	7.63163042195185	7.46717842070587	7.21598151328915	7.77481840414374	7.21601222077406	6.62143573991509	7.15312039044237	7.18398076828114	7.35758716850271
Tns4	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	2.67254783046388	3.14866287975173	2.96207659881039	3.15358311839988	2.75527022898914	3.20240265869553	1.63628512020582	1.63628512020582	2.7276806399234	3.25385965145065	3.2884392503557
Tns3	11.1103010783364	10.8791257965221	10.9717146049293	10.7978542715884	10.3938256800758	10.6637411628233	10.7582118560634	10.7078943114782	10.6688658787544	10.6776494385504	10.626861608289	10.4989297468783	10.9035601144379	10.8698306115811	10.8272588855802
Tns2	1.63628512020582	1.63628512020582	2.81552725995967	1.63628512020582	1.63628512020582	2.41798058234476	1.63628512020582	2.53846061923609	2.43718615155691	2.68911923752546	1.63628512020582	1.63628512020582	2.19165317164039	2.23432360038654	1.63628512020582
Tns1	1.63628512020582	3.75658817983169	3.6756331338499	3.96818085526908	3.3647343679568	4.7747049532096	5.31316384422756	4.76607858578056	5.70675288919826	5.79822302464666	3.67461029799926	1.63628512020582	4.86816375764062	4.78350655455199	4.68448927221635
Tnrc6c	7.0397985411585	6.61876118456565	6.51924103928091	6.98589555961347	6.617483219791	7.60788148168717	7.95180712175326	7.94637037746622	8.21012071227093	8.05382625058711	6.49444111079513	6.78149878907313	7.77067065601103	7.78981738945939	7.70254778934203
Tnrc6b	4.92647673767792	4.57547099371245	5.30863925922869	5.36322356835946	5.23906616596519	8.65694569536526	8.75726283715734	8.76292393250144	9.07130776140593	8.98539436228467	5.41055191530227	5.65164684702524	8.84104536992939	8.85651712288798	8.77945377990101
Tnrc6a	9.17280803389398	8.83593127615643	8.95765841794571	9.20989768120653	9.08182356302934	9.51366861450401	9.44866468171891	9.46669245079569	9.64984598828654	9.69067181544195	9.10514168100836	8.85212136902556	9.58108382416858	9.64977136837738	9.4825529689337
Tnrc18	6.59918135176846	6.73195202548539	6.7230356679291	7.04202253975841	6.64189594235823	7.64880328004431	7.81418756358164	7.89019445513066	8.1908368398792	8.06629954412014	6.71141519530769	7.03546732411938	8.24223653494387	8.25405737634119	8.17180444469308
Tnr	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	2.19165317164039	1.63628512020582	1.63628512020582
Tnpo3	9.47419772433747	9.52639562570347	9.40656018310679	9.20989768120653	9.36426716566005	8.66361563151375	8.61688566571548	8.60902589580935	8.72765631412472	8.74862114925338	9.61580404009614	9.14466906617618	8.67153022456977	8.75883480895422	8.75311522936588
Tnpo2	8.87348583543438	8.42105976994501	8.44256837037486	8.3743659754777	8.3409470309227	7.64206311913188	8.17552867645163	8.08628174781639	7.88968944206779	7.81602731479183	8.38838577673094	8.40511269094689	7.97170674489504	8.02110386025203	7.94790649651085
Tnpo1	9.5538472649963	8.83593127615643	9.20845033992708	9.10056029300876	8.70734825286919	9.30980456168906	9.42078689415509	9.53788267705611	9.45752851876986	9.58303895744707	8.77286176769768	8.88184292570013	9.44869047878778	9.55837559234378	9.6812107136007
Tnp2	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582
Tnnt3	1.63628512020582	1.63628512020582	2.329543967376	3.00522737680095	3.3647343679568	1.63628512020582	3.23475726597409	2.27932853613905	3.49263442603717	3.09547907554708	3.13253906726493	1.63628512020582	2.19165317164039	2.6580607736863	1.63628512020582
Tnnt1	2.60074460672912	1.63628512020582	1.63628512020582	2.7672464105552	1.63628512020582	2.72903246380165	1.63628512020582	1.63628512020582	1.63628512020582	2.68911923752546	1.63628512020582	1.63628512020582	2.84972240911021	2.93847803551584	2.49549353943458
Tnni3k	2.60074460672912	3.50819880411879	1.63628512020582	3.00522737680095	1.63628512020582	1.63628512020582	1.63628512020582	2.27932853613905	2.75527022898914	2.5020728271906	1.63628512020582	1.63628512020582	2.41699187157671	2.6580607736863	2.2482574986802
Tnni3	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	3.3647343679568	3.14866287975173	2.31643773304159	2.53846061923609	2.99104033622852	2.5020728271906	3.13253906726493	1.63628512020582	3.14686491912879	3.15832475618574	2.2482574986802
Tnni2	2.97700843106732	4.57547099371245	3.6756331338499	4.51613459724457	4.25575619886658	4.49974446073636	4.07953830867328	4.28807187808557	5.26307111317549	5.38357030547747	1.63628512020582	2.74379719808008	3.3812915758576	3.88507755251718	4.13681004497528
Tnnc1	2.60074460672912	2.76541801791132	2.329543967376	1.63628512020582	1.63628512020582	2.41798058234476	2.58965679954621	2.53846061923609	2.75527022898914	3.09547907554708	3.13253906726493	1.63628512020582	3.30823029556597	2.6580607736863	3.19121623602932
Tnn	1.63628512020582	1.63628512020582	2.329543967376	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582	1.63628512020582
Tnks2	10.6223522635147	10.4661827584825	10.3826671613892	10.1649298198313	10.3314652634451	10.2995385167645	10.2396501517745	10.3057750790162	10.1022135512624	10.1753088230636	10.4037453118165	10.3996988111602	10.0728256349362	10.2352408464319	10.2413778291871
Tnks1bp1	4.43498109850864	3.96490314560214	4.34892291039975	3.3652866951966	3.07333855482893	3.89931795882802	5.02975081445037	4.46631054827187	4.72755013178197	4.49279361599809	1.63628512020582	4.26149392875535	4.55636943181287	4.22538227959732	4.47565911379927
Tnks	8.01398922424094	7.79793130625758	8.16943152840945	7.78308117297253	7.18082652989216	8.54219112666528	8.37223158471315	8.5594618539475	8.31626214723589	8.29017119209553	7.4750878160037	7.43900544694602	8.64319962260679	8.61071414251131	8.5163689489995
